17657 0
17657.18021 0.02
18478.31844 0.04
18817.23019 0.06
19601.67843 0.08
19857.92644 0.1
19928.34132 0.12
19952.63074 0.14
20056.40443 0.16
20150.29293 0.18
20443.30132 0.2
20571.91152 0.22
20725.61123 0.24
21586.22944 0.26
22396.9574 0.28
23198.4594 0.3
26470.33157 0.32
28769.23631 0.34
30004.37237 0.36
30161.66767 0.38
30936.35294 0.4
31039.48598 0.42
31045.49688 0.44
31294.12853 0.46
31664.43492 0.48
31703.22857 0.5
32330.65147 0.52
32518.02961 0.54
32696.51148 0.56
32768.05902 0.58
32892.63487 0.6
33284.79933 0.62
33533.62416 0.64
33767.8446 0.66
33822.54422 0.68
33859.53742 0.7
33870.93515 0.72
33887.34576 0.74
34286.26117 0.76
34288.86942 0.78
34363.08621 0.8
34710.71181 0.82
34826.11498 0.84
34896.24211 0.86
35078.1193 0.88
35636.40217 0.9
37525.98872 0.92
37746.84351 0.94
38274.40996 0.96
39498.87747 0.98
44403.90222 1
