0 3.85 18.5 30.49 30.6
0.1 3.85 18.4 22.685 23.37
0.2 ?3.85 ? ? ?
0.3 3.85 18.305	 15.95 17.8
0.4 ?3.85 ? ? ?
0.5 3.85 18.215	 15.415 17.2
0.6 ?3.85 ? ? ?
0.7 3.85 18.215	 13.71 16.0
0.8 ?3.85 ? ? ?
0.9 ?3.85 ? ? ?
1 3.85 18.115 13.715 16.0
