2747 0
2747.238674 0.02
2830.276252 0.04
2894.644412 0.06
2966.990771 0.08
3086.187963 0.1
3137.257872 0.12
3146.955933 0.14
3314.410796 0.16
3816.711069 0.18
3927.206651 0.2
4067.328845 0.22
4122.367617 0.24
4499.753182 0.26
4778.338129 0.28
5180.036788 0.3
5446.514986 0.32
5555.6598 0.34
5600.882221 0.36
5773.501449 0.38
6405.047527 0.4
6482.782043 0.42
6681.503679 0.44
6712.751515 0.46
7115.637722 0.48
7126.491416 0.5
7312.37308 0.52
7358 0.54
7730.743411 0.56
7737.765891 0.58
7771.32607 0.6
8006.308247 0.62
8029.52492 0.64
8048.510878 0.66
8328.201667 0.68
8395.978096 0.7
8748.716535 0.72
8788.889576 0.74
8948.98299 0.76
9389.414474 0.78
9641.08624 0.8
9962.149551 0.82
10193.74616 0.84
10408.50417 0.86
10699.98714 0.88
11166.7651 0.9
11335.46372 0.92
11520.8985 0.94
11550.74567 0.96
13967.70225 0.98
14333.33859 1
