5400 0
5400.364182 0.02
5504.924974 0.04
5796.196307 0.06
5863.548955 0.08
5897.308895 0.1
5956.836614 0.12
5970.642991 0.14
5999.074107 0.16
6008.875799 0.18
6013.013579 0.2
6019.477073 0.22
6049.707875 0.24
6078.789908 0.26
6107.911932 0.28
6155.392542 0.3
6156.025431 0.32
6204.139067 0.34
6207.003802 0.36
6217.437853 0.38
6232.095955 0.4
6249.693127 0.42
6254.36963 0.44
6276.78692 0.46
6300.733773 0.48
6365.059244 0.5
6401.769382 0.52
6407.140267 0.54
6423.698592 0.56
6433.07334 0.58
6486.923754 0.6
6490.399181 0.62
6532.872939 0.64
6555.45183 0.66
6562.432088 0.68
6645.456023 0.7
6689.304258 0.72
6735.069697 0.74
6742.337041 0.76
6802.742564 0.78
6843.826756 0.8
6844.506211 0.82
6857.447217 0.84
6944.092119 0.86
6953.448795 0.88
6975.686966 0.9
7267.053333 0.92
7302.720856 0.94
7366.556898 0.96
7457.58707 0.98
7559.996901 1
